card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id,player_group_id,other_card_ids
BA,USA,WSH,Metropolitan,$0.5M,LW,LEFT,194.0,72,SONNY MILANO,75,75.20,83,78,75,76,83,74,78,78,78,76,72,76,74,74,70,76,75,80,62,70,66,72,56,76,1689,G2248,3769
MARQ,USA,WSH,Metropolitan,$1.0M,LW,LEFT,194.0,72,SONNY MILANO,80,80.90,86,84,81,82,86,80,84,84,84,82,78,82,80,80,76,82,81,86,68,76,72,78,62,82,3769,G2248,1689
GM,USA,WSH,Metropolitan,$6.0M,LW,LEFT,205.0,72,SONNY MILANO,85,85.60,88,89,86,87,88,85,89,89,89,87,83,87,85,85,81,87,86,91,73,81,77,83,67,87,4654,G2249,
BA,Canada,VAN,,$0.6M,RD,RIGHT,176.0,68,SOPHIE JAQUES,76,76.45,83,77,78,75,79,71,71,72,70,73,79,74,79,74,78,80,80,81,42,79,79,78,47,83,2402,G2250,4339
CMG,Canada,VAN,,$4.0M,RD,RIGHT,176.0,68,SOPHIE JAQUES,83,83.65,88,84,85,83,86,80,80,80,80,80,86,81,86,81,84,87,87,88,49,84,86,85,54,90,4339,G2250,2402
BA,Canada,BOS,,$0.6M,RW,RIGHT,146.0,69,SOPHIE SHIRLEY,76,76.20,80,77,74,77,79,75,73,75,74,78,80,76,79,78,75,75,75,78,45,80,71,73,65,81,2316,G2251,4346
FI,Canada,BOS,,$5.0M,RW,RIGHT,146.0,69,SOPHIE SHIRLEY,84,84.25,88,85,82,85,87,83,81,83,82,86,88,84,87,86,83,83,83,86,53,88,80,81,73,89,4346,G2251,2316
BA,Canada,HER,,$0.6M,RW,RIGHT,198.0,73,SPENCER SMALLMAN,76,76.45,83,79,81,75,83,69,81,70,81,79,67,74,70,71,79,81,81,81,66,71,76,78,66,76,2941,G2252,
BA,USA,MIL,,$0.7M,LD,LEFT,184.0,72,SPENCER STASTNEY,77,77.10,84,81,80,74,84,69,80,71,80,76,69,73,74,73,78,80,78,80,65,76,80,82,50,75,3023,G2253,
ALUM,Slovakia,CHI,,$4.0M,C,RIGHT,169.0,69,STAN MIKITA,83,83.10,84,81,83,83,85,84,85,85,85,80,89,79,87,82,81,83,80,79,74,85,79,82,88,74,1803,G2254,
ALUM,Czechia,OTT,,$0.5M,LD,LEFT,214.0,73,STANISLAV NECKAR,75,74.70,79,75,73,71,80,72,78,73,76,64,72,69,72,72,82,80,74,79,71,78,80,74,44,63,2107,G2255,
BA,Czechia,CLE,,$0.6M,LD,LEFT,183.0,72,STANISLAV SVOZIL,76,76.40,85,80,76,80,85,66,81,70,81,73,73,73,74,74,76,76,76,81,66,78,73,78,46,76,2834,G2256,
BA,Sweden,LIF,,$0.6M,LD,LEFT,214.0,75,STEFAN MILOSEVIC,76,75.30,87,84,81,74,87,66,85,65,85,69,65,66,71,69,73,83,73,78,68,73,73,77,53,68,3461,G2257,
BA,USA,NJD,Metropolitan,$0.9M,RW,RIGHT,205.0,73,STEFAN NOESEN,79,79.35,80,78,81,83,80,77,80,77,80,76,79,77,78,78,81,81,82,68,72,79,79,81,58,68,1373,G2258,
ALUM,Canada,MTL,,$0.7M,C,RIGHT,176.0,69,STEPHAN LEBEAU,77,77.15,80,73,79,81,80,77,78,76,78,73,78,73,77,77,78,78,77,78,72,76,75,79,70,73,2247,G2259,
ALUM,Canada,SJS,,$0.8M,LW,LEFT,220.0,76,STEPHANE MATTEAU,78,77.75,80,76,83,79,80,74,78,74,78,73,78,73,78,76,80,80,78,68,74,81,79,77,63,74,2165,G2260,
ALUM,Canada,MTL,,$0.6M,RD,RIGHT,233.0,75,STEPHANE QUINTAL,76,76.30,77,73,81,75,79,71,80,73,79,66,76,74,74,72,78,82,74,69,72,79,82,81,44,76,2032,G2261,
ALUM,Canada,NJD,,$0.9M,RW,RIGHT,218.0,72,STEPHANE RICHER,79,79.95,83,81,80,79,84,82,84,83,84,77,83,79,79,79,76,80,74,69,70,78,79,75,69,54,2054,G2262,
ALUM,Canada,COL,,$0.9M,C,LEFT,183.0,74,STEPHANE YELLE,79,79.30,81,81,80,79,82,73,81,75,81,75,80,77,78,78,81,81,75,68,70,83,82,83,87,80,1833,G2263,
BA,Canada,OTT,,$0.6M,RD,RIGHT,145.0,68,STEPHANIE MARKOWSKI,76,76.80,84,78,76,73,79,72,76,73,76,75,75,76,76,75,81,79,84,79,45,75,77,76,45,71,2360,G2264,4345
FI,Canada,OTT,,$5.0M,RD,RIGHT,145.0,68,STEPHANIE MARKOWSKI,84,84.95,92,86,84,84,87,80,84,81,84,83,83,84,84,83,89,87,92,87,80,83,85,84,53,80,4345,G2264,2360
ALUM,Canada,BOS,,$0.9M,C,LEFT,175.0,68,STEPHEN KASPER,79,79.30,82,78,80,79,82,75,80,75,80,79,79,79,79,79,80,82,81,65,77,79,83,75,88,70,1741,G2265,
ALUM,Canada,LAK,,$0.9M,LD,LEFT,195.0,71,STEVE DUCHESNE,79,79.40,81,80,80,79,81,76,81,79,81,72,82,75,81,78,80,81,79,79,67,80,81,81,50,74,1973,G2266,
ALUM,USA,CBJ,,$0.5M,RW,RIGHT,202.0,71,STEVE HEINZE,75,74.50,79,74,76,76,80,72,79,72,79,67,76,69,72,73,69,80,68,69,57,78,74,77,59,58,1893,G2267,
ALUM,Canada,CGY,,$0.5M,LD,LEFT,203.0,73,STEVE KONROYD,75,75.25,79,74,77,76,80,72,78,72,77,69,71,69,75,75,76,77,74,62,70,78,78,78,52,68,1784,G2268,
ALUM,Canada,CHI,,$2.0M,RW,LEFT,190.0,70,STEVE LARMER,81,80.85,81,79,83,82,82,80,84,81,85,76,87,78,84,82,79,83,78,74,71,80,79,74,69,69,1807,G2269,
ALUM,Canada,MIN,,$3.0M,LW,LEFT,203.0,74,STEVE PAYNE,82,82.15,84,82,84,81,84,79,85,80,84,80,85,78,83,81,81,84,80,77,74,83,83,82,63,76,1984,G2270,
ALUM,Canada,ANA,,$3.0M,C,LEFT,210.0,74,STEVE RUCCHIN,82,82.35,83,81,83,80,85,85,83,85,83,80,81,82,84,82,81,82,81,84,75,82,81,83,80,67,1717,G2271,
ALUM,Canada,MTL,,$2.0M,LW,LEFT,180.0,70,STEVE SHUTT,81,81.30,84,79,80,81,83,84,83,85,83,81,87,84,82,80,79,80,76,81,70,80,76,79,44,69,2016,G2272,
ALUM,Canada,EDM,,$0.6M,RD,RIGHT,200.0,73,STEVE STAIOS,76,77.05,79,75,77,80,80,73,79,74,79,73,73,72,76,74,80,81,81,77,72,78,82,75,43,72,1926,G2273,
ALUM,Canada,NSH,,$3.0M,RW,RIGHT,165.0,68,STEVE SULLIVAN,82,82.20,87,82,81,81,87,84,83,85,83,85,83,83,84,85,80,80,80,81,62,80,75,76,66,83,2035,G2274,
ALUM,Canada,CHI,,$0.8M,RW,LEFT,185.0,71,STEVE THOMAS,78,78.25,80,76,79,80,84,77,81,80,82,76,82,76,77,80,77,81,72,79,72,78,71,76,66,72,1892,G2275,
ALUM,Canada,NYR,,$2.0M,LW,LEFT,185.0,72,STEVE VICKERS,81,80.75,84,80,84,81,84,80,84,80,84,77,84,78,80,80,78,82,76,71,71,82,81,76,74,56,2082,G2276,
ALUM,Canada,DET,,$5.0M,C,RIGHT,185.0,70,STEVE YZERMAN,84,83.85,86,82,84,81,86,87,85,88,84,85,89,84,88,85,80,81,70,80,57,87,83,82,90,80,1872,G2277,
BA,Canada,TOR,Atlantic,$0.6M,C,LEFT,216.0,76,STEVEN LORENTZ,76,76.45,80,76,82,79,80,72,79,73,79,72,73,72,73,73,79,82,79,77,67,74,75,77,79,72,1590,G2278,
GM,Canada,TOR,Atlantic,$7.0M,C,LEFT,219.0,76,STEVEN LORENTZ,86,86.85,85,87,93,90,85,83,90,84,90,83,84,83,84,84,90,93,90,88,78,85,86,88,90,83,4601,G2279,
BA,USA,SYR,,$0.6M,RD,RIGHT,209.0,74,STEVEN SANTINI,76,76.90,82,76,86,79,83,66,83,66,83,69,66,69,70,70,86,84,86,80,76,70,83,81,51,71,3173,G2280,
BA,Canada,NSH,Central,$3.0M,C,RIGHT,193.0,73,STEVEN STAMKOS,82,82.10,85,83,81,80,85,77,88,85,87,84,84,84,84,84,78,82,78,75,69,77,75,81,85,79,1348,G2281,"3750,4627"
ROOK,Canada,TBL,Atlantic,$7.0M,C,RIGHT,193.0,73,STEVEN STAMKOS,86,86.80,87,88,86,85,87,82,93,90,92,89,89,89,89,89,83,87,83,80,71,82,80,86,89,84,3750,G2281,"1348,4627"
MILE,Canada,NSH,Central,$9.0M,C,RIGHT,193.0,73,STEVEN STAMKOS,88,87.80,88,89,87,86,88,83,94,91,93,90,90,90,90,90,84,88,84,81,75,83,81,87,91,85,4627,G2281,"1348,3750"
ALUM,Canada,HFD,,$0.8M,RW,LEFT,190.0,72,STEW GAVIN,78,78.00,81,77,80,79,81,74,79,74,79,75,80,74,78,78,80,79,78,59,72,79,78,77,68,59,1980,G2282,
BA,Norway,FBK,,$0.7M,LD,LEFT,194.0,74,STIAN SOLBERG,77,76.90,86,82,82,80,86,65,84,66,84,69,70,66,71,70,82,83,82,84,79,74,77,79,54,74,3402,G2283,
ALUM,Canada,DAL,,$0.8M,C,RIGHT,182.0,71,STU BARNES,78,78.35,81,76,80,78,84,78,79,79,79,75,78,79,77,75,77,79,77,84,67,80,76,80,84,79,1862,G2284,
ALUM,Canada,ANA,,$0.6M,LW,LEFT,239.0,77,STU GRIMSON,76,76.95,78,72,85,73,79,69,79,69,77,72,72,73,75,73,87,85,90,78,84,73,81,77,62,77,1726,G2285,
BA,USA,VAN,,$0.6M,RD,RIGHT,125.0,65,SYDNEY BARD,76,76.75,83,77,75,75,83,73,74,73,76,77,77,76,82,81,75,74,76,77,45,77,76,75,50,76,2403,G2286,
ALUM,Canada,PIT,,$4.0M,C,RIGHT,185.0,72,"SYL APPS, JR.",83,83.10,85,85,83,84,85,85,84,85,84,82,84,85,85,85,83,83,81,80,67,80,77,77,84,79,2131,G2287,
ALUM,Canada,TOR,,$1.0M,C,LEFT,185.0,72,"SYL APPS, SR.",80,80.45,84,80,81,79,86,78,82,77,82,80,82,77,81,79,80,81,81,80,77,81,80,78,88,79,2231,G2288,
ALUM,Canada,COL,,$0.8M,LD,LEFT,205.0,74,SYLVAIN LEFEBVRE,78,77.60,81,74,82,74,82,75,80,74,79,74,76,74,76,76,79,81,74,84,76,80,80,81,49,57,1834,G2289,
BA,Canada,CHI,Central,$0.7M,RD,LEFT,187.0,74,T.J. BRODIE,77,77.15,80,78,78,75,81,71,79,72,79,78,75,73,77,76,74,78,77,78,62,79,82,81,48,76,1136,G2290,
BA,USA,COL,,$0.7M,C,RIGHT,160.0,68,T.J. Tynan,77,76.95,86,81,76,80,86,79,81,80,80,81,72,78,78,78,66,76,71,81,61,70,64,76,76,83,2885,G2291,
BA,USA,BUF,Atlantic,$4.0M,C,RIGHT,220.0,78,TAGE THOMPSON,83,83.20,85,81,83,81,85,84,87,85,85,82,84,86,84,85,81,85,81,79,67,81,76,83,78,74,1052,G2292,"3705,4304"
TOTW,USA,BUF,Atlantic,$7.0M,C,RIGHT,220.0,78,TAGE THOMPSON,86,86.80,89,86,86,87,90,88,88,90,88,87,87,87,87,88,85,88,85,85,80,85,80,85,88,80,3705,G2292,"1052,4304"
COM,USA,BUF,Atlantic,$9.0M,C,RIGHT,220.0,78,TAGE THOMPSON,88,88.10,88,86,88,88,88,89,92,90,90,87,89,91,89,90,86,90,86,84,72,86,81,88,85,79,4304,G2292,"1052,3705"
BA,USA,SPR,,$0.6M,C,LEFT,169.0,72,TANNER DICKINSON,76,76.70,86,82,79,78,86,69,83,70,83,82,70,74,72,72,77,79,79,84,67,69,67,77,80,82,3149,G2293,
BA,Canada,BOS,Atlantic,$0.5M,LW,LEFT,220.0,74,TANNER JEANNOT,75,74.95,81,76,79,73,81,70,78,72,78,72,69,73,71,71,82,80,82,77,80,71,67,73,57,67,1041,G2294,
BA,USA,SA,,$0.8M,C,RIGHT,205.0,73,TANNER LACZYNSKI,78,78.40,86,82,80,75,86,75,82,75,81,79,73,77,75,75,79,80,80,80,65,73,78,77,77,80,2907,G2295,
BA,Canada,WPG,Central,$0.7M,LW,LEFT,207.0,73,TANNER PEARSON,77,76.95,81,77,77,81,81,75,79,75,79,75,76,75,75,75,77,78,76,72,67,77,72,78,57,77,1703,G2296,2503
CMG,Canada,WPG,Central,$0.8M,LW,LEFT,207.0,73,TANNER PEARSON,78,78.85,82,79,79,83,82,77,81,77,81,77,78,77,77,77,79,80,78,74,69,79,74,80,59,79,2503,G2296,1703
BA,USA,NY,,$0.7M,LW,LEFT,120.0,70,TAYLOR GIRARD,77,77.85,84,79,82,74,82,76,73,73,74,78,77,79,76,77,81,83,81,82,44,76,78,74,74,82,2353,G2297,
BA,Canada,CAR,Metropolitan,$0.9M,LW,LEFT,210.0,73,TAYLOR HALL,79,79.20,86,81,81,79,86,80,83,80,83,80,75,78,77,79,78,80,78,68,62,73,73,74,58,77,1112,G2298,2651
FANT,Canada,CAR,Metropolitan,$11.0M,LW,LEFT,210.0,73,TAYLOR HALL,90,90.70,93,93,93,91,93,92,95,92,95,92,87,90,89,91,90,92,90,80,74,85,85,86,70,89,2651,G2298,1112
BA,USA,MIN,,$2.0M,C,RIGHT,160.0,70,TAYLOR HEISE,81,81.90,87,84,83,81,85,82,74,81,75,85,82,86,85,85,81,81,83,82,42,82,77,79,89,84,2327,G2299,4462
FANT,USA,MIN,,$9.0M,C,RIGHT,160.0,70,TAYLOR HEISE,88,88.90,90,91,90,88,88,86,87,88,87,92,89,93,92,92,88,88,90,89,49,89,84,86,96,91,4462,G2299,2327
ALUM,Canada,BUF,,$0.7M,LW,LEFT,230.0,76,TAYLOR PYATT,77,77.00,78,75,80,76,80,75,81,75,80,74,79,76,77,77,75,80,76,76,72,79,74,73,55,79,1767,G2300,
BA,Canada,NYR,Metropolitan,$0.7M,RW,RIGHT,200.0,75,TAYLOR RADDYSH,77,78.00,82,77,79,81,81,74,81,77,80,78,76,79,77,78,78,80,78,78,67,74,71,79,60,77,1419,G2301,
BEM,Canada,NYR,Metropolitan,$4.0M,RW,RIGHT,201.0,74,TAYLOR RADDYSH,83,83.70,85,83,85,87,84,80,87,83,86,84,82,85,83,84,84,86,84,84,73,80,77,85,66,83,4093,G2302,
BA,Canada,ONT,,$0.7M,RW,RIGHT,207.0,74,TAYLOR WARD,77,77.20,84,80,85,78,82,68,84,69,84,76,68,72,71,71,82,84,84,84,77,70,72,80,66,74,3042,G2303,
ALUM,Canada,DET,,$3.0M,LW,LEFT,163.0,68,TED LINDSAY,82,82.10,84,80,83,82,84,79,85,79,84,77,84,79,84,83,82,82,81,53,72,85,83,82,75,72,1874,G2304,
BA,Latvia,VAN,Pacific,$0.6M,C,LEFT,185.0,72,TEDDY BLUEGER,76,76.20,82,78,75,80,82,74,78,74,78,76,75,74,76,76,75,76,75,81,62,75,69,76,73,71,1633,G2305,2547
CMG,Latvia,VAN,Pacific,$0.8M,C,LEFT,185.0,72,TEDDY BLUEGER,78,78.10,83,80,77,82,83,76,80,76,80,78,77,76,78,78,77,78,77,83,64,77,71,78,75,73,2547,G2305,1633
ICON,Finland,ANA,,$7.0M,RW,RIGHT,209.0,72,TEEMU SELANNE,86,87.25,92,87,84,84,94,89,89,90,90,91,96,88,88,89,80,85,75,81,62,84,88,82,73,84,1071,G2306,1715
ALUM,Finland,ANA,,$5.0M,RW,RIGHT,209.0,72,TEEMU SELANNE,84,84.55,90,84,81,83,90,86,86,87,87,88,93,85,85,86,80,82,72,78,62,81,85,80,70,81,1715,G2306,1071
BA,Finland,ÖRE,,$0.9M,LW,LEFT,185.0,70,TEEMU TURUNEN,79,79.25,87,82,80,83,88,72,77,76,80,75,85,80,83,82,74,77,77,81,69,79,71,77,71,80,3648,G2307,
ALUM,Finland,WPG,,$3.0M,RD,RIGHT,198.0,74,TEPPO NUMMINEN,82,81.80,84,79,84,81,84,81,84,81,83,75,81,76,82,82,82,82,82,56,72,87,84,82,51,80,2284,G2308,
NG,Canada,PG,,$6.0M,RW,RIGHT,187.0,72,TERIK PARASCAK,85,82.00,87,94,85,85,87,85,9,85,96,88,88,83,85,86,81,80,84,96,78,84,88,80,72,82,4119,G2309,
ALUM,Canada,PHI,,$0.5M,C,LEFT,180.0,70,TERRY CRISP,75,75.30,80,73,77,70,81,72,77,72,77,71,73,73,74,75,79,79,77,56,74,76,77,73,65,56,2127,G2310,
ALUM,Canada,MTL,,$0.5M,RD,RIGHT,201.0,73,TERRY HARPER,75,75.10,79,73,81,76,79,63,76,63,76,69,71,71,75,72,80,78,81,73,77,80,80,79,48,71,2034,G2311,
ALUM,Canada,BOS,,$2.0M,RW,RIGHT,200.0,73,TERRY O&apos;REILLY,81,81.95,82,78,84,79,82,81,85,81,85,78,85,80,82,82,80,84,86,72,76,82,84,79,74,81,1737,G2312,
BA,Finland,CHI,Central,$3.0M,LW,LEFT,191.0,71,TEUVO TERAVAINEN,82,82.60,88,89,80,81,87,85,85,86,84,89,81,85,84,85,75,80,72,87,52,77,77,82,62,84,1125,G2313,
BA,Sweden,BIF,,$0.8M,LD,LEFT,176.0,72,THEO LINDSTEIN,78,78.40,89,86,72,78,89,73,86,75,86,78,73,74,78,78,72,74,72,87,67,79,77,79,52,82,3641,G2314,
MARQ,Canada,LAU,,$6.0M,C,LEFT,171.0,71,THEO ROCHETTE,85,85.80,90,92,80,89,81,85,92,86,92,88,85,86,90,88,78,81,83,88,78,81,81,88,88,88,3286,G2315,
BA,Sweden,LHC,,$0.8M,LD,LEFT,190.0,73,THEODOR LENNSTROM,78,78.00,88,81,79,77,89,69,85,70,82,77,73,69,75,74,77,81,80,82,67,76,82,76,57,80,3469,G2316,
BA,Sweden,FHC,,$0.9M,C,RIGHT,172.0,71,THEODOR NIEDERBACH,79,79.50,91,87,72,83,91,77,86,78,85,81,79,78,80,79,71,72,71,87,67,77,72,80,81,87,3364,G2317,
ALUM,Canada,CGY,,$4.0M,RW,RIGHT,182.0,66,THEOREN FLEURY,83,83.80,91,87,80,82,88,84,86,84,86,85,90,80,84,84,82,79,84,83,77,82,79,79,64,74,1773,G2318,
BA,Austria,BOS,,$0.7M,LW,LEFT,139.0,68,THERESA SCHAFZAHL,77,77.60,84,80,80,76,83,72,71,76,72,79,76,81,79,81,77,78,81,80,43,74,74,78,68,78,2310,G2319,
BA,Norway,MIF,,$0.5M,LW,LEFT,185.0,73,THOMAS BERG PAULSEN,75,75.35,88,85,72,74,88,69,88,71,86,72,72,72,72,72,69,75,69,90,82,73,68,72,75,75,3645,G2320,
BA,USA,UTI,,$0.8M,C,LEFT,180.0,70,THOMAS BORDELEAU,78,79.00,86,82,80,79,86,75,82,76,82,80,75,77,75,76,79,80,79,80,65,75,78,78,77,75,3228,G2321,
BA,Canada,OTT,Atlantic,$3.0M,LD,LEFT,203.0,73,THOMAS CHABOT,82,82.85,85,83,83,82,86,79,87,80,86,80,84,79,84,84,81,83,80,81,62,83,84,84,51,80,1433,G2322,
GB,Canada,OTT,Atlantic,$4.0M,LD,LEFT,200.0,73,THOMAS CHABOT,83,83.85,86,84,84,83,87,80,88,81,87,81,85,80,85,85,82,84,81,82,63,84,85,85,52,81,4167,G2323,4702
CHEL,Canada,CAN,,$10.0M,LD,LEFT,200.0,73,THOMAS CHABOT,89,89.55,89,90,90,89,90,86,94,87,93,87,91,86,91,91,88,90,87,88,69,90,91,91,58,87,4702,G2323,4167
BA,Canada,DAL,Central,$2.0M,LD,LEFT,211.0,75,THOMAS HARLEY,81,80.80,84,80,82,82,84,76,82,77,81,79,82,78,81,80,79,83,79,79,67,83,80,84,44,77,1190,G2324,3789
GB,Canada,DAL,Central,$5.0M,LD,LEFT,211.0,75,THOMAS HARLEY,84,84.60,86,84,86,86,86,80,86,81,85,83,86,82,85,84,83,87,83,83,71,87,84,88,48,81,3789,G2324,1190
TRAN,Canada,DAL,Central,$7.0M,LD,LEFT,214.0,75,THOMAS HARLEY,86,86.55,88,86,88,88,87,82,88,83,87,85,88,84,87,86,85,89,85,85,73,89,86,90,50,83,4070,G2325,
BA,USA,PIT,Metropolitan,$0.8M,C,LEFT,179.0,73,THOMAS NOVAK,78,78.60,84,80,79,79,84,78,81,80,80,78,77,78,77,78,75,80,75,78,62,77,74,78,75,78,1490,G2326,
GB,USA,PIT,Metropolitan,$5.0M,C,LEFT,190.0,73,THOMAS NOVAK,84,84.30,87,86,85,85,87,84,87,86,86,84,83,84,83,84,81,86,81,84,68,83,80,84,81,84,4168,G2327,
ALUM,Sweden,WPG,,$4.0M,C,LEFT,190.0,71,THOMAS STEEN,83,83.45,83,83,82,81,84,80,86,80,85,82,86,81,84,84,85,85,84,77,70,85,86,83,83,72,2241,G2328,
NG,USA,ROU,,$7.0M,LW,LEFT,182.0,71,THOMAS VERDON,86,86.35,86,88,85,87,88,87,89,86,89,86,87,86,86,86,85,87,89,90,77,86,85,79,86,85,4194,G2329,
ALUM,Canada,TOR,,$0.6M,RW,RIGHT,213.0,70,TIE DOMI,76,77.00,80,78,83,77,81,71,79,72,78,72,77,75,73,72,83,83,83,81,83,75,77,71,43,78,2261,G2330,2298
CHEL,Canada,TOR,,$3.0M,RW,RIGHT,213.0,70,TIE DOMI,82,82.70,83,84,89,83,84,77,85,78,84,78,83,81,79,78,89,89,89,87,89,81,83,77,49,84,2298,G2330,2261
NG,Canada,KEL,,$7.0M,C,LEFT,195.0,73,TIJ IGINLA,86,86.40,88,91,88,86,89,86,92,87,94,85,92,83,84,87,81,85,83,84,78,87,78,82,79,80,4115,G2331,
BA,Sweden,TIM,,$0.7M,LD,LEFT,201.0,74,TIM ERIXON,77,77.25,82,78,83,79,83,68,83,68,82,72,70,72,74,74,76,83,78,83,68,78,82,80,58,78,3605,G2332,
ALUM,Canada,TOR,,$2.0M,RD,RIGHT,181.0,70,TIM HORTON,81,81.00,82,80,83,81,82,82,85,81,84,72,80,75,77,77,82,84,83,85,76,83,85,82,60,71,2200,G2333,"4373,4376,4381,4384,4390,4391,4392"
HRS,Canada,TOR,,$9.0M,RD,RIGHT,181.0,70,TIM HORTON,88,88.35,86,87,91,88,86,89,90,89,90,85,87,85,86,85,91,91,90,91,83,90,92,89,67,78,4373,G2333,"2200,4376,4381,4384,4390,4391,4392"
HRS,Canada,TOR,,$7.0M,RD,RIGHT,181.0,70,TIM HORTON,86,86.35,84,85,89,86,84,87,88,87,88,83,85,83,84,83,89,89,88,89,81,88,90,87,65,76,4376,G2333,"2200,4373,4381,4384,4390,4391,4392"
HRS,Canada,TOR,,$6.0M,RD,RIGHT,181.0,70,TIM HORTON,85,85.45,84,84,88,85,84,86,87,86,87,82,84,82,83,82,88,88,87,88,80,87,89,86,64,75,4381,G2333,"2200,4373,4376,4384,4390,4391,4392"
HRS,Canada,TOR,,$5.0M,RD,RIGHT,181.0,70,TIM HORTON,84,84.45,83,83,87,84,83,85,86,85,86,81,83,81,82,81,87,87,86,87,79,86,88,85,63,74,4384,G2333,"2200,4373,4376,4381,4390,4391,4392"
HRS,Canada,TOR,,$4.0M,RD,RIGHT,181.0,70,TIM HORTON,83,83.55,83,82,86,83,83,84,85,84,85,80,82,80,81,80,86,86,85,86,78,85,87,84,62,73,4390,G2333,"2200,4373,4376,4381,4384,4391,4392"
HRS,Canada,TOR,,$4.0M,RD,RIGHT,181.0,70,TIM HORTON,83,83.55,83,82,86,83,83,84,85,84,85,80,82,80,81,80,86,86,85,86,78,85,87,84,62,73,4391,G2333,"2200,4373,4376,4381,4384,4390,4392"
HRS,Canada,TOR,,$4.0M,RD,RIGHT,181.0,70,TIM HORTON,83,83.55,83,82,86,83,83,84,85,84,85,80,82,80,81,80,86,86,85,86,78,85,87,84,62,73,4392,G2333,"2200,4373,4376,4381,4384,4390,4391"
ALUM,Canada,CGY,,$0.6M,RW,RIGHT,200.0,74,TIM HUNTER,76,75.45,75,70,82,71,75,71,78,71,78,66,71,74,72,72,83,81,83,76,82,78,78,80,53,78,1891,G2334,
BA,Germany,OTT,Atlantic,$5.0M,C,LEFT,192.0,72,TIM STÜTZLE,84,84.75,89,87,82,81,90,87,85,87,85,89,88,87,87,87,80,82,81,82,57,80,77,84,81,77,1430,G2335,3670
FACE,Germany,OTT,Atlantic,$6.0M,C,LEFT,192.0,72,TIM STÜTZLE,85,85.65,89,88,83,82,90,88,86,88,86,90,89,88,88,88,81,83,82,83,58,81,78,85,82,78,3670,G2335,1430
GM,Germany,OTT,Atlantic,$10.0M,C,LEFT,187.0,72,TIM STÜTZLE,89,89.45,91,92,87,86,92,92,90,92,90,94,93,92,92,92,85,87,86,87,62,85,82,89,86,82,4592,G2336,
ALUM,Canada,TBL,,$0.6M,C,LEFT,190.0,73,TIM TAYLOR,76,76.10,79,78,81,74,80,72,78,72,79,73,74,72,74,74,78,79,68,58,68,79,79,79,80,83,2194,G2337,
BA,Switzerland,NJD,Metropolitan,$1.0M,RW,LEFT,220.0,73,TIMO MEIER,80,80.40,83,79,82,80,83,81,82,81,80,80,80,82,80,81,81,82,81,80,67,77,72,81,57,72,1370,G2338,2542
CMG,Switzerland,NJD,Metropolitan,$4.0M,RW,LEFT,220.0,73,TIMO MEIER,83,83.20,84,82,85,83,84,84,85,84,83,83,83,85,83,84,84,85,84,83,70,80,75,84,60,75,2542,G2338,1370
BA,Sweden,SJS,Pacific,$0.9M,RD,RIGHT,201.0,73,TIMOTHY LILJEGREN,79,79.20,84,81,79,79,85,73,81,74,81,81,76,74,81,79,79,79,78,79,57,79,81,80,54,77,1499,G2339,2650
FANT,Sweden,SJS,Pacific,$6.0M,RD,RIGHT,201.0,73,TIMOTHY LILJEGREN,85,85.80,87,88,86,86,88,80,88,81,88,88,83,81,88,86,86,86,85,86,64,86,88,87,61,84,2650,G2339,1499
BA,Sweden,CHA,,$0.7M,LD,LEFT,200.0,73,TOBIAS BJORNFOT,77,77.75,84,81,80,76,84,67,82,71,82,80,73,75,76,75,77,80,79,80,65,76,78,79,55,80,2787,G2340,
BA,Canada,LAV,,$0.6M,LD,LEFT,194.0,75,TOBIE PAQUETTE-BISSON,76,76.95,84,80,86,80,83,61,84,64,83,69,67,65,70,69,84,85,86,84,73,73,83,83,49,81,2981,G2341,
ALUM,Canada,VAN,,$3.0M,RW,LEFT,230.0,75,TODD BERTUZZI,82,82.85,81,79,89,81,84,81,86,82,85,85,84,83,81,82,83,87,88,82,72,81,76,79,61,71,2265,G2342,
ALUM,USA,CBJ,,$0.7M,C,LEFT,179.0,70,TODD MARCHANT,77,77.40,83,79,73,77,88,74,77,74,78,74,78,74,75,75,77,79,73,70,57,79,80,81,80,88,1849,G2343,
ALUM,Canada,FLA,,$0.5M,LD,LEFT,216.0,75,TODD SIMPSON,75,74.65,79,75,81,70,79,71,77,71,76,67,71,70,72,72,79,78,72,67,71,78,79,76,47,61,1952,G2344,
ALUM,Canada,PHI,,$0.5M,RD,RIGHT,195.0,73,TOM BLADON,75,75.40,79,75,81,70,80,70,79,71,80,68,72,71,71,71,79,77,77,74,72,78,82,77,42,67,2126,G2345,
ALUM,USA,NJD,,$0.6M,LW,RIGHT,212.0,73,TOM CHORSKE,76,76.60,81,78,79,80,81,72,77,72,77,71,77,71,73,75,79,78,79,63,76,78,79,75,68,63,2059,G2346,
