card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id
BA,Canada,SA,,$0.7M,RW,RIGHT,215.0,76,RAPHAEL LAVOIE,77,78.15,84,79,80,81,84,77,83,77,83,78,73,77,76,77,79,80,78,80,65,70,70,77,65,75,2916
BA,Sweden,CGY,Pacific,$2.0M,RD,RIGHT,202.0,73,RASMUS ANDERSSON,81,81.70,85,83,82,81,85,72,83,74,83,80,83,75,83,83,82,83,82,80,67,84,86,85,50,75,1085
FACE,Sweden,CGY,Pacific,$6.0M,RD,RIGHT,202.0,73,RASMUS ANDERSSON,85,85.50,87,87,86,85,87,76,87,78,87,84,87,79,87,87,86,87,86,84,71,88,90,89,54,79,3736
BA,Sweden,BUF,Atlantic,$5.0M,LD,LEFT,204.0,75,RASMUS DAHLIN,84,83.90,85,83,82,81,84,81,84,80,84,83,88,81,88,88,83,83,80,80,62,87,85,88,50,75,1046
CMG,Sweden,BUF,Atlantic,$6.0M,LD,LEFT,204.0,75,RASMUS DAHLIN,85,85.00,86,84,83,84,85,82,85,81,85,84,89,82,89,89,84,84,81,81,62,88,86,89,51,76,2515
BA,Finland,LHC,,$0.6M,LD,LEFT,216.0,75,RASMUS RISSANEN,76,76.05,81,70,82,73,76,67,81,66,76,72,75,76,76,72,82,85,78,77,82,78,80,75,68,67,3487
BA,Finland,PHI,Metropolitan,$0.6M,RD,RIGHT,208.0,76,RASMUS RISTOLAINEN,76,75.50,80,76,80,76,80,69,80,70,80,72,70,69,73,73,75,80,75,77,72,77,77,78,47,72,1472
CHEL,Finland,FIN,,$7.0M,RD,RIGHT,208.0,76,RASMUS RISTOLAINEN,86,85.90,85,87,91,87,85,80,91,81,91,83,81,80,84,84,86,91,86,88,83,88,88,89,58,83,4708
BA,Sweden,WSH,Metropolitan,$0.9M,LD,LEFT,189.0,71,RASMUS SANDIN,79,78.75,84,80,78,83,85,73,80,73,80,79,78,73,81,78,78,78,78,78,62,80,78,78,53,76,1678
COM,Sweden,WSH,Metropolitan,$6.0M,LD,LEFT,189.0,71,RASMUS SANDIN,85,85.35,87,87,85,90,88,80,87,80,87,86,85,80,88,85,85,85,85,85,69,87,85,85,60,83,4507
ALUM,Canada,BOS,,$6.0M,LD,LEFT,223.0,72,RAY BOURQUE,85,85.45,85,83,84,87,87,86,87,88,86,80,90,87,91,88,81,85,80,76,67,89,81,84,51,81,1729
ICON,Canada,BOS,,$10.0M,LD,LEFT,223.0,72,RAY BOURQUE,89,89.40,89,87,88,91,89,90,91,92,90,84,94,91,95,92,85,90,84,80,71,93,85,88,55,85,4370
ALUM,Canada,HFD,,$5.0M,C,LEFT,200.0,69,RAY FERRARO,84,84.35,88,87,84,81,89,87,85,88,85,86,88,85,85,87,76,80,77,64,70,85,82,82,90,77,1954
MARQ,Canada,HFD,,$7.0M,C,LEFT,200.0,69,RAY FERRARO,86,86.25,89,89,86,83,90,89,87,90,87,88,90,87,87,89,78,82,79,66,72,87,84,84,92,79,3883
ALUM,Canada,FLA,,$0.9M,RW,RIGHT,194.0,73,RAY SHEPPARD,79,78.75,79,79,79,77,83,79,82,81,84,77,84,77,79,78,74,79,74,79,67,79,74,77,66,79,1937
ALUM,Canada,CAR,,$3.0M,LW,RIGHT,180.0,70,RAY WHITNEY,82,82.10,83,82,81,82,84,81,84,82,84,83,86,83,89,83,77,80,78,82,62,83,77,80,57,85,1790
BA,Canada,OTT,,$0.6M,RW,RIGHT,134.0,66,REBECCA LESLIE,76,76.75,82,80,80,80,81,73,70,70,73,76,78,78,76,76,78,76,83,81,45,79,73,73,55,80,2362
ALUM,Canada,STL,,$0.8M,C,LEFT,185.0,72,RED BERENSON,78,79.05,81,77,81,81,81,79,81,79,81,78,79,80,78,79,79,82,81,76,67,76,77,71,73,71,2181
ALUM,Canada,DET,,$1.0M,LD,LEFT,180.0,71,RED KELLY,80,80.30,85,82,80,82,85,78,81,78,81,80,83,79,84,86,73,79,73,78,67,83,76,78,53,83,1898
BA,Canada,MB,,$0.8M,RW,RIGHT,176.0,71,REECE VITELLI,78,78.10,90,86,72,81,90,75,88,75,87,80,75,76,78,78,71,72,72,90,70,73,70,73,72,95,3006
ALUM,USA,DET,,$1.0M,RD,RIGHT,194.0,72,REED LARSON,80,79.85,81,79,85,81,81,74,82,74,82,74,80,74,80,80,82,82,80,80,72,82,83,81,55,82,1899
BA,Canada,TOR,,$0.7M,C,RIGHT,193.0,73,REESE JOHNSON,77,77.00,84,80,81,75,85,73,83,74,83,73,71,73,72,72,81,81,81,81,76,71,70,77,68,66,3202
ALUM,Canada,PHI,,$1.0M,RW,RIGHT,181.0,72,REGGIE LEACH,80,80.10,82,79,79,80,82,83,82,84,81,76,83,78,80,80,76,80,78,74,71,80,80,79,69,62,2114
BA,Canada,VLH,,$0.8M,C,RIGHT,185.0,71,REID GARDINER,78,78.45,90,86,77,81,90,75,87,76,86,79,75,76,75,76,74,77,74,87,67,74,67,74,77,82,3621
BA,Canada,LV,,$0.6M,LW,LEFT,226.0,77,REID SCHAEFER,76,77.40,84,80,84,80,83,71,84,72,83,74,71,75,74,73,82,83,84,84,76,65,66,80,67,74,3263
ALUM,Finland,EDM,,$0.9M,RD,RIGHT,165.0,68,REIJO RUOTSALAINEN,79,79.20,81,80,79,77,82,76,80,76,81,78,81,76,82,80,79,79,77,76,70,80,80,80,45,73,1915
BA,Canada,VGK,Pacific,$0.8M,RW,LEFT,185.0,73,REILLY SMITH,78,78.55,83,80,78,76,82,80,81,80,81,79,79,79,80,80,75,78,76,78,57,77,69,78,58,81,1663
COM,Canada,VGK,Pacific,$7.0M,RW,LEFT,185.0,73,REILLY SMITH,86,86.15,87,88,86,84,86,88,89,88,89,87,87,87,88,88,83,86,84,86,65,85,77,86,66,89,4515
ALUM,Canada,MTL,,$0.8M,RW,LEFT,170.0,71,REJEAN HOULE,78,78.25,82,78,77,79,81,76,79,76,78,76,81,76,79,78,78,80,75,59,71,80,79,77,69,66,2024
BA,USA,BAK,,$0.7M,C,LEFT,186.0,71,REM PITLICK,77,76.55,84,80,79,74,84,75,82,76,81,75,70,74,74,74,80,79,79,80,70,71,70,70,72,75,2717
BA,Canada,LHC,,$0.7M,LW,LEFT,216.0,73,REMI ELIE,77,77.55,81,77,83,81,82,75,82,79,82,75,73,76,75,75,77,83,77,82,72,71,67,80,62,82,3475
BA,Canada,TOR,,$3.0M,RD,RIGHT,143.0,66,RENATA FAST,82,82.55,87,83,82,82,87,83,78,82,78,80,85,83,85,83,81,84,84,82,42,81,81,82,51,82,2384
BA,Canada,TOR,,$0.8M,RD,RIGHT,210.0,75,RHETT PARSONS,78,77.70,87,84,85,76,87,65,89,65,89,68,67,65,70,69,83,81,86,90,82,78,80,80,55,80,3200
ALUM,Canada,STL,,$0.7M,RW,RIGHT,170.0,71,RICH SUTTER,77,78.05,79,78,78,81,80,75,79,75,78,77,77,76,77,77,80,81,78,75,67,78,79,78,63,78,2183
ALUM,Canada,DAL,,$0.8M,LD,LEFT,210.0,75,RICHARD MATVICHUK,78,77.75,78,76,86,76,80,72,76,74,77,71,77,71,78,76,80,80,78,82,73,81,86,82,46,71,1864
ALUM,USA,MTL,,$0.6M,RD,RIGHT,210.0,74,RICK CHARTRAW,76,76.30,80,75,80,80,80,71,80,71,80,69,74,72,76,74,77,78,77,72,73,79,77,76,42,67,2031
ALUM,Canada,BOS,,$4.0M,RW,RIGHT,170.0,70,RICK MIDDLETON,83,83.20,84,83,79,82,84,85,85,85,85,84,88,82,85,86,78,85,79,52,62,82,83,80,72,47,1732
ALUM,Canada,CBJ,,$5.0M,LW,LEFT,211.0,76,RICK NASH,84,83.60,84,82,86,81,84,86,85,86,84,85,88,85,85,86,81,87,80,76,67,81,76,80,61,76,1840
ALUM,Canada,BOS,,$0.5M,LD,LEFT,200.0,70,RICK SMITH,75,74.80,79,76,76,70,79,72,74,72,74,69,78,70,74,74,75,76,72,67,69,78,79,79,52,62,1753
ALUM,Canada,PHI,,$1.0M,RW,RIGHT,210.0,72,RICK TOCCHET,80,80.70,81,80,83,78,83,79,82,79,81,80,87,78,81,81,81,83,81,80,80,76,79,81,75,68,2225
MARQ,Canada,PHI,Metropolitan,$5.0M,RW,RIGHT,210.0,72,RICK TOCCHET,84,84.50,83,84,87,82,85,83,86,83,85,84,91,82,85,85,85,87,85,84,84,80,83,85,79,72,3866
ALUM,Canada,TOR,,$0.9M,RW,RIGHT,198.0,73,RICK VAIVE,79,79.15,82,78,80,83,83,79,82,79,82,75,82,76,78,78,76,80,74,69,71,79,78,79,72,54,2204
BA,Sweden,SKE,,$0.7M,C,LEFT,190.0,70,RICKARD HUGG,77,78.35,85,81,75,81,85,75,82,77,82,78,81,77,80,80,74,77,72,82,57,73,72,80,79,80,3586
SOTM,Sweden,AIK,,$8.0M,C,LEFT,190.0,70,RICKARD HUGG,87,87.85,85,89,86,92,86,88,89,89,88,89,92,88,91,91,85,88,83,93,68,84,83,91,90,91,4572
BA,Sweden,PIT,Metropolitan,$3.0M,RW,RIGHT,191.0,73,RICKARD RAKELL,82,83.05,86,84,84,82,86,84,83,85,83,83,84,84,84,84,81,83,81,79,57,81,78,81,63,86,1468
FACE,Sweden,PIT,Metropolitan,$6.0M,RW,RIGHT,194.0,73,RICKARD RAKELL,85,85.85,87,87,87,85,87,87,86,88,86,86,87,87,87,87,84,86,84,82,60,84,81,84,66,89,3854
BA,Canada,OTT,Atlantic,$0.8M,C,LEFT,188.0,72,RIDLY GREIG,78,78.85,83,80,77,78,83,77,79,77,79,80,77,78,78,78,78,79,83,78,62,77,77,79,70,63,1438
BA,Canada,CHA,,$0.6M,RW,RIGHT,170.0,68,RIESE GABER,76,77.15,80,75,77,80,84,76,77,79,79,78,77,77,76,77,76,76,78,81,51,73,72,76,58,75,2796
BA,Canada,CLE,,$0.6M,RW,RIGHT,188.0,72,RILEY BEZEAU,76,76.70,84,81,83,78,84,65,85,68,84,72,68,70,70,70,81,82,85,85,83,67,77,80,65,65,2826
BA,USA,PRO,,$0.7M,C,RIGHT,174.0,73,RILEY DURAN,77,76.85,85,81,79,78,83,74,82,74,82,73,74,72,72,72,76,77,83,84,69,76,70,74,79,64,3057
BA,Canada,ROC,,$1.0M,C,LEFT,201.0,72,RILEY FIDDLER-SCHULTZ,80,80.75,90,88,78,80,90,80,88,81,88,85,77,80,80,79,71,76,77,90,73,76,73,78,87,87,3070
BA,Canada,LAV,,$0.6M,C,LEFT,181.0,71,RILEY KIDNEY,76,77.30,87,83,74,80,86,73,81,74,81,82,78,75,78,78,71,73,73,84,63,73,68,78,79,84,2976
BA,Canada,SA,,$0.5M,C,LEFT,203.0,72,RILEY MCKAY,75,75.90,84,80,85,76,84,65,86,65,86,68,63,70,66,66,85,87,90,85,84,64,67,81,67,60,2926
BA,Canada,BAK,,$0.6M,LD,LEFT,207.0,74,RILEY STILLMAN,76,75.85,81,79,81,77,83,66,83,68,82,71,68,66,66,70,82,81,81,81,71,74,80,78,56,76,2727
BA,USA,PRO,,$0.6M,LW,LEFT,230.0,78,RILEY TUFTE,76,76.30,83,77,84,75,82,70,84,72,84,78,67,76,71,71,78,84,80,81,76,67,66,77,63,76,3067
SOTM,USA,PRO,,$6.0M,LW,LEFT,230.0,78,RILEY TUFTE,85,85.80,88,87,94,85,87,80,94,82,94,88,77,86,81,81,88,94,90,91,86,77,76,87,73,86,4081
BA,Canada,HV7,,$0.7M,C,LEFT,181.0,70,RILEY WOODS,77,76.75,87,83,72,75,87,73,82,76,82,80,79,77,79,79,66,73,66,84,64,74,69,76,78,86,3444
HH,Canada,LAK,Pacific,$5.0M,RD,RIGHT,220.0,76,ROB BLAKE,84,83.40,83,79,82,82,84,76,89,76,87,76,85,76,87,86,87,88,85,83,67,89,86,85,51,76,1075
ALUM,Canada,LAK,,$3.0M,RD,RIGHT,220.0,76,ROB BLAKE,82,81.55,82,77,80,81,83,74,87,74,85,74,83,74,85,84,85,86,83,81,67,87,84,83,49,74,1968
ALUM,Canada,DAL,,$0.6M,RW,RIGHT,190.0,70,ROB DIMAIO,76,75.95,79,76,71,71,78,74,78,74,78,74,77,75,76,74,79,79,78,68,72,77,76,75,68,68,1865
ALUM,Canada,STL,,$0.9M,RD,RIGHT,200.0,74,ROB RAMAGE,79,79.20,80,76,84,79,80,73,82,73,82,71,80,74,77,76,86,85,84,66,84,83,81,78,44,79,2180
ALUM,Canada,BUF,,$0.6M,RW,LEFT,222.0,72,ROB RAY,76,76.20,77,74,84,74,77,72,78,72,78,73,72,72,72,72,86,85,87,69,85,73,73,73,54,54,1769
BA,USA,TUC,,$0.5M,RD,RIGHT,195.0,72,ROBBIE RUSSO,75,75.80,82,78,80,77,83,69,81,70,81,74,69,69,73,71,76,80,76,80,66,72,76,79,56,76,3227
BA,Sweden,BIF,,$0.7M,LD,LEFT,210.0,74,ROBERT HAGG,77,77.75,81,79,83,77,84,70,83,70,83,71,68,71,73,73,82,83,83,81,66,76,84,81,51,76,3331
ALUM,Czechia,HFD,,$2.0M,C,LEFT,190.0,71,ROBERT KRON,81,81.70,84,84,80,81,84,80,82,79,83,82,83,81,82,82,83,82,81,68,70,82,82,77,75,68,1958
ALUM,Canada,CGY,,$0.7M,RW,LEFT,185.0,71,ROBERT MACMILLAN,77,76.60,80,75,78,78,80,75,78,75,78,72,78,73,76,76,76,81,74,72,73,78,77,74,77,72,1890
BA,Sweden,VLH,,$0.6M,C,RIGHT,176.0,70,ROBERT ROSEN,76,76.85,79,74,80,79,78,73,82,77,80,76,81,79,81,81,72,77,69,75,64,77,72,70,80,73,3637
BA,Canada,STL,Central,$5.0M,C,RIGHT,207.0,72,ROBERT THOMAS,84,84.40,87,85,83,82,86,84,83,85,83,86,87,86,87,87,80,83,80,81,62,85,81,88,89,81,1535
GB,Canada,STL,Central,$6.0M,C,RIGHT,207.0,72,ROBERT THOMAS,85,85.30,87,86,84,83,86,85,84,86,84,87,88,87,88,88,81,84,81,82,63,86,82,89,90,82,4171
BA,Czechia,MIF,,$0.7M,LW,LEFT,174.0,73,ROBIN HANZL,77,77.20,83,79,80,78,83,77,82,78,81,76,79,76,80,78,69,76,69,72,65,75,69,76,65,73,3518
BA,Sweden,LHC,,$0.9M,LW,LEFT,185.0,72,ROBIN KOVACS,79,79.40,84,77,80,83,87,80,84,78,82,77,76,79,78,77,77,80,79,82,76,75,78,77,77,72,3465
BA,Finland,MIF,,$0.9M,LD,LEFT,190.0,74,ROBIN SALO,79,79.05,86,82,80,77,85,73,83,74,82,80,73,73,78,76,80,80,80,71,66,77,81,81,65,79,3510
BA,Finland,BAK,,$0.6M,LW,LEFT,184.0,74,ROBY JARVENTIE,76,76.70,84,80,80,75,85,75,83,76,83,74,71,73,71,72,74,84,76,81,81,69,70,79,63,71,2725
ALUM,Canada,CGY,,$0.8M,LD,LEFT,222.0,75,ROBYN REGEHR,78,77.55,77,73,84,76,80,71,80,73,79,66,74,68,77,77,82,84,82,84,75,84,83,81,49,75,1780
ALUM,Canada,CAR,,$5.0M,C,LEFT,205.0,73,ROD BRIND&apos;AMOUR,84,83.95,85,82,85,81,88,81,86,81,85,81,83,82,85,82,84,89,84,84,72,84,88,83,90,86,1788
ALUM,Canada,NYR,,$2.0M,RW,RIGHT,180.0,69,ROD GILBERT,81,81.55,82,81,78,81,82,82,83,82,83,80,85,80,83,82,80,84,78,83,76,83,83,79,78,73,2080
ALUM,USA,WSH,,$3.0M,LD,LEFT,218.0,75,ROD LANGWAY,82,82.20,83,81,85,82,83,77,85,77,86,76,83,78,83,80,84,84,83,78,73,86,83,85,48,71,2273
ALUM,Canada,NYR,,$0.5M,LD,LEFT,195.0,72,ROD SEILING,75,74.70,79,74,76,72,79,71,77,71,77,71,73,74,76,71,75,78,73,81,72,77,73,77,46,71,2096
BA,Latvia,LV,,$0.6M,C,LEFT,206.0,76,RODRIGO ABOLS,76,76.15,82,76,82,80,82,71,83,79,82,71,69,73,72,72,76,83,76,81,71,68,66,80,77,76,2991
BA,Switzerland,SD,,$0.6M,LD,LEFT,207.0,74,RODWIN DIONICIO,76,76.25,83,79,83,75,82,64,83,64,82,69,70,65,74,73,82,80,82,84,73,75,81,79,49,79,3112
BA,Canada,SD,,$0.6M,RD,RIGHT,195.0,73,ROLAND MCKEOWN,76,76.70,83,79,81,76,83,66,82,66,81,78,70,71,73,72,79,81,82,81,71,74,80,77,56,76,3116
BA,USA,CLE,,$0.6M,LW,LEFT,170.0,69,ROMAN AHCAN,76,76.30,86,82,76,75,86,72,84,72,84,83,71,79,73,74,69,76,69,84,64,70,67,78,64,81,2824
BA,Switzerland,NSH,Central,$4.0M,LD,LEFT,201.0,73,ROMAN JOSI,83,83.55,85,82,82,83,85,82,87,80,85,79,87,81,89,86,81,82,79,83,62,87,82,87,49,79,1346
CAP,Switzerland,NSH,Central,$7.0M,LD,LEFT,201.0,73,ROMAN JOSI,86,86.35,86,85,85,86,86,85,90,83,88,82,90,84,92,89,84,85,82,86,62,90,85,90,52,82,3753
BA,USA,SYR,,$0.6M,RD,RIGHT,218.0,77,ROMAN SCHMIDT,76,76.35,83,80,82,75,83,65,85,66,84,68,69,67,73,71,80,80,80,85,75,76,80,80,50,80,3174
ALUM,Canada,NYR,,$0.9M,C,RIGHT,209.0,74,RON DUGUAY,79,79.05,81,77,80,77,82,77,80,77,80,76,81,77,80,80,80,83,79,73,75,79,80,75,84,65,2086
ALUM,Canada,TOR,,$2.0M,RW,RIGHT,196.0,69,RON ELLIS,81,81.50,83,83,84,79,83,79,82,78,83,80,86,81,83,81,83,83,77,87,70,83,82,77,69,47,2199
ALUM,Canada,CAR,,$6.0M,C,LEFT,200.0,75,RON FRANCIS,85,85.45,84,87,82,86,84,86,87,87,89,85,92,86,92,85,82,85,79,87,45,85,82,84,90,77,1787
ALUM,Canada,SJS,,$0.9M,C,LEFT,181.0,72,RON SUTTER,79,78.65,82,78,81,77,82,76,80,76,80,75,79,76,79,79,79,80,79,83,72,80,76,79,81,71,2163
BA,Canada,CHI,,$0.6M,LD,LEFT,176.0,72,RONAN SEELEY,76,77.20,86,82,82,78,84,67,82,67,82,76,70,67,71,69,82,82,82,84,72,72,82,81,54,94,2812
BA,USA,COL,,$0.6M,RD,RIGHT,208.0,75,RONNIE ATTARD,76,76.40,84,81,81,75,84,66,82,66,82,69,66,67,72,73,83,82,81,81,76,75,80,79,46,71,2863
BA,Finland,DAL,Central,$4.0M,C,LEFT,213.0,75,ROOPE HINTZ,83,82.85,92,81,83,81,90,81,83,82,82,81,82,84,84,84,82,83,81,79,67,81,78,82,81,79,1186
CMG,Finland,DAL,Central,$5.0M,C,LEFT,213.0,75,ROOPE HINTZ,84,83.75,92,82,84,82,90,82,84,83,83,82,83,85,85,85,83,84,82,80,68,82,79,83,82,80,2541
BEM,Finland,DAL,Central,$8.0M,C,LEFT,217.0,75,ROOPE HINTZ,87,86.55,93,85,87,85,91,85,87,86,86,85,86,88,88,88,86,87,85,83,71,85,82,86,85,83,4056
BA,Canada,CGY,,$0.7M,C,LEFT,175.0,70,RORY KERINS,77,77.30,87,83,74,78,84,72,82,73,81,84,74,78,77,78,74,75,74,84,62,74,69,75,81,81,2769
NG,Canada,CHA,,$4.0M,RW,RIGHT,180.0,70,ROSS CAMPBELL,83,83.35,84,84,83,85,85,84,85,85,84,85,84,81,86,84,84,79,84,90,74,82,81,78,68,78,4218
BA,USA,COL,Central,$0.9M,C,LEFT,194.0,72,ROSS COLTON,79,79.55,81,78,81,83,82,78,80,81,80,77,78,77,77,77,82,81,83,78,67,78,77,80,75,73,1156
BEM,USA,COL,Central,$4.0M,C,LEFT,194.0,72,ROSS COLTON,83,83.35,83,82,85,87,84,82,84,85,84,81,82,81,81,81,86,85,87,82,71,82,81,84,79,77,4094
BA,Canada,ANA,Pacific,$0.6M,LW,LEFT,232.0,77,ROSS JOHNSTON,76,76.20,77,76,84,76,79,68,82,70,82,71,70,72,71,71,85,86,84,81,79,70,74,76,61,56,1007
ALUM,Canada,PHI,,$0.5M,LW,LEFT,178.0,70,ROSS LONSBERRY,75,75.25,81,75,79,71,81,75,79,75,79,72,76,73,74,74,73,77,71,66,71,76,76,68,69,51,2128
ALUM,Canada,BOS,,$0.7M,LW,LEFT,175.0,74,ROY CONACHER,77,76.95,80,75,78,74,83,76,80,78,80,77,80,75,78,76,77,78,74,76,62,76,70,74,55,75,1744
ALUM,Ukraine,TBL,,$1.0M,LW,LEFT,200.0,73,RUSLAN FEDOTENKO,80,80.45,80,77,83,79,81,76,82,76,82,80,83,79,81,81,81,84,79,79,67,81,83,81,56,83,2230
ALUM,Canada,TOR,,$0.7M,RW,RIGHT,185.0,71,RUSS COURTNALL,77,77.45,83,79,78,81,87,74,80,74,78,74,76,74,76,76,75,76,77,74,67,77,78,76,62,77,2208
BA,USA,PIT,Metropolitan,$0.7M,C,LEFT,203.0,73,RUTGER MCGROARTY,77,77.55,82,79,80,73,82,72,82,73,82,73,78,76,76,77,79,80,80,80,67,74,75,78,77,75,1484
BA,USA,SD,,$0.7M,C,RIGHT,198.0,73,RYAN CARPENTER,77,77.35,81,77,81,74,81,73,81,73,81,77,74,77,76,76,78,81,80,80,70,74,75,77,81,80,3107
BA,USA,CHI,Central,$4.0M,C,LEFT,190.0,72,RYAN DONATO,83,83.40,86,85,82,83,86,83,85,83,85,84,84,84,84,84,81,82,82,81,62,84,78,83,75,83,1130
BA,Canada,PHI,Metropolitan,$0.5M,RD,RIGHT,180.0,70,RYAN ELLIS,75,74.15,83,81,81,73,83,76,76,81,81,66,73,66,66,66,66,83,66,66,62,74,76,66,51,81,1462
FACE,Canada,PHI,Metropolitan,$2.0M,RD,RIGHT,180.0,70,RYAN ELLIS,81,80.75,86,88,88,80,86,83,83,88,88,73,80,73,73,73,73,90,73,73,69,81,83,73,58,88,3802
BA,Canada,RFD,,$0.8M,C,LEFT,186.0,72,RYAN GAGNIER,78,79.65,89,87,75,79,89,79,89,80,89,78,75,79,78,77,73,73,85,90,70,74,71,74,84,88,3093
BA,Canada,PIT,Metropolitan,$0.6M,LD,LEFT,222.0,77,RYAN GRAVES,76,75.40,79,75,81,75,79,67,80,67,79,72,67,69,73,73,76,82,78,77,69,78,79,79,47,72,1481
MARQ,Canada,PIT,Metropolitan,$2.0M,LD,LEFT,222.0,77,RYAN GRAVES,81,81.10,82,81,87,81,82,73,86,73,85,78,73,75,79,79,82,88,84,83,75,84,85,85,53,78,3698
BA,USA,MIN,Central,$0.8M,RW,RIGHT,197.0,72,RYAN HARTMAN,78,79.35,83,79,79,81,83,78,80,78,80,79,77,79,79,79,80,79,83,78,67,77,76,78,63,58,1301
BEM,USA,MIN,Central,$5.0M,RW,RIGHT,197.0,72,RYAN HARTMAN,84,85.05,86,85,85,87,86,84,86,84,86,85,83,85,85,85,86,85,89,84,73,83,82,84,69,64,3939
BA,USA,ROC,,$0.8M,LD,LEFT,195.0,73,RYAN JOHNSON,78,77.90,85,82,81,76,85,71,82,73,82,78,74,73,77,75,75,79,77,80,65,76,77,80,50,80,3071
NG,USA,WSH,Metropolitan,$8.0M,RW,RIGHT,205.0,73,RYAN LEONARD,87,87.60,88,89,89,88,87,82,91,83,91,89,89,87,87,88,87,89,88,89,74,87,83,90,78,84,4240
NG,Canada,VAN,,$5.0M,RD,RIGHT,175.0,72,RYAN LIN,84,84.05,86,87,83,85,84,84,84,85,85,85,84,81,88,85,80,81,83,92,72,86,82,83,58,86,4221
BA,USA,SEA,Pacific,$0.6M,LD,LEFT,194.0,72,RYAN LINDGREN,76,76.55,82,78,79,75,83,67,79,68,79,72,73,69,72,72,80,80,80,77,67,80,82,81,47,62,1532
GM,USA,SEA,Pacific,$6.0M,LD,LEFT,194.0,72,RYAN LINDGREN,85,85.05,86,87,88,84,87,76,88,77,88,81,82,78,81,81,89,89,89,86,76,89,91,90,56,71,4635
BA,Canada,CGY,Pacific,$0.7M,LW,LEFT,184.0,69,RYAN LOMBERG,77,77.10,85,78,80,79,86,72,79,74,79,73,69,73,72,72,83,81,83,79,72,73,72,79,59,64,1094
GM,Canada,CGY,Pacific,$7.0M,LW,LEFT,184.0,69,RYAN LOMBERG,86,86.60,90,88,90,89,91,82,89,84,89,83,79,83,82,82,93,91,93,89,82,83,82,89,69,74,4681
ALUM,USA,TBL,,$0.9M,LW,LEFT,224.0,76,RYAN MALONE,79,79.05,82,79,83,77,82,77,82,77,81,75,81,77,77,77,81,83,81,80,77,79,75,75,55,65,2256
BA,USA,PRO,,$0.6M,RD,RIGHT,221.0,77,RYAN MAST,76,75.95,84,80,82,75,85,64,84,64,84,66,66,64,70,69,82,80,82,84,76,74,82,82,49,76,3065
BA,Canada,CHA,,$0.6M,C,LEFT,183.0,70,RYAN MCALLISTER,76,76.60,86,82,82,75,85,68,83,69,83,78,69,73,70,71,80,81,82,84,73,69,67,79,71,79,2800
BA,Canada,TOR,,$1.0M,RD,RIGHT,182.0,75,RYAN MCCLEARY,80,80.25,89,86,82,81,89,69,88,70,88,75,71,70,78,75,82,81,81,90,75,80,85,85,55,85,3196
BA,USA,TBL,Atlantic,$0.7M,LD,LEFT,219.0,74,RYAN MCDONAGH,77,77.20,81,77,80,76,81,69,80,70,80,75,76,70,77,76,78,80,77,77,67,80,80,81,47,72,1646
GB,USA,NYR,Metropolitan,$3.0M,LD,LEFT,219.0,74,RYAN MCDONAGH,82,81.90,83,82,85,81,83,74,85,75,85,80,81,75,82,81,83,85,82,82,72,85,85,86,52,77,2610
TRAN,USA,TBL,Atlantic,$8.0M,LD,LEFT,216.0,73,RYAN MCDONAGH,87,86.70,86,87,90,86,86,79,90,80,90,85,86,80,87,86,88,90,87,87,77,90,90,91,57,82,4623
BA,Canada,TUC,,$0.6M,C,LEFT,168.0,72,RYAN MCGREGOR,76,76.80,86,82,83,77,86,68,85,69,85,77,68,72,71,70,77,83,79,84,67,68,70,80,79,89,3222
GM,Canada,BUF,Atlantic,$7.0M,C,LEFT,204.0,75,RYAN MCLEOD,86,86.55,88,88,88,90,89,84,88,84,88,86,85,84,84,84,89,88,86,86,70,85,83,90,83,84,4603
BA,Canada,EDM,Pacific,$4.0M,C,LEFT,192.0,73,RYAN NUGENT-HOPKINS,83,83.75,87,87,82,84,86,85,84,85,84,87,85,85,85,85,79,82,79,85,59,82,77,85,79,84,1228
GB,Canada,EDM,Pacific,$6.0M,C,LEFT,192.0,73,RYAN NUGENT-HOPKINS,85,85.65,88,89,84,86,87,87,86,87,86,89,87,87,87,87,81,84,81,87,61,84,79,87,81,86,2608
BA,Canada,NSH,Central,$2.0M,C,LEFT,207.0,73,RYAN O&apos;REILLY,81,81.35,82,80,84,79,82,81,83,81,83,79,80,80,80,80,82,83,82,80,67,83,80,83,89,90,1350
GB,Canada,NSH,Central,$7.0M,C,LEFT,207.0,73,RYAN O&apos;REILLY,86,86.15,85,85,89,84,85,86,88,86,88,84,85,85,85,85,87,88,87,85,72,88,85,88,94,95,3970
BA,Canada,LAV,,$0.7M,LD,LEFT,179.0,73,RYAN O&apos;ROURKE,77,77.40,85,81,84,80,83,64,83,65,82,79,67,70,74,70,82,82,84,84,70,73,80,80,54,79,2967
BA,USA,ANA,Pacific,$0.9M,C,LEFT,204.0,74,RYAN POEHLING,79,79.45,82,80,82,79,82,78,82,78,82,78,77,78,78,76,81,82,80,85,67,78,77,79,88,75,1020
